date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:52:37	156390/156390	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:39:09%20GMT	http://clapat.ro/themes/montoya/images/08hero.jpg	D:/Vini/clapat.ro/themes/montoya/images/08hero.jpg	(from http://clapat.ro/themes/montoya/index-showcase-grid.html)
23:52:56	470800/470800	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:39:02%20GMT	http://clapat.ro/themes/montoya/images/06hero.jpg	D:/Vini/clapat.ro/themes/montoya/images/06hero.jpg	(from http://clapat.ro/themes/montoya/index-showcase-grid.html)
23:53:01	179435/179435	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:39:13%20GMT	http://clapat.ro/themes/montoya/images/about.jpg	D:/Vini/clapat.ro/themes/montoya/images/about.jpg	(from http://clapat.ro/themes/montoya/about.html)
23:53:01	25863/25863	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202024%2006:29:32%20GMT	http://clapat.ro/themes/montoya/images/aw01.jpg	D:/Vini/clapat.ro/themes/montoya/images/aw01.jpg	(from http://clapat.ro/themes/montoya/about.html)
23:53:07	30863/30863	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202024%2006:29:40%20GMT	http://clapat.ro/themes/montoya/images/aw02.jpg	D:/Vini/clapat.ro/themes/montoya/images/aw02.jpg	(from http://clapat.ro/themes/montoya/about.html)
23:53:07	26419/26419	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202024%2006:29:46%20GMT	http://clapat.ro/themes/montoya/images/aw03.jpg	D:/Vini/clapat.ro/themes/montoya/images/aw03.jpg	(from http://clapat.ro/themes/montoya/about.html)
23:53:12	33653/33653	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202024%2006:29:51%20GMT	http://clapat.ro/themes/montoya/images/aw04.jpg	D:/Vini/clapat.ro/themes/montoya/images/aw04.jpg	(from http://clapat.ro/themes/montoya/about.html)
23:53:12	29596/29596	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202024%2006:30:32%20GMT	http://clapat.ro/themes/montoya/images/aw05.jpg	D:/Vini/clapat.ro/themes/montoya/images/aw05.jpg	(from http://clapat.ro/themes/montoya/about.html)
23:53:15	6489/6489	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:15%20GMT	http://clapat.ro/themes/montoya/images/client-05.png	D:/Vini/clapat.ro/themes/montoya/images/client-05.png	(from http://clapat.ro/themes/montoya/about.html)
23:53:17	8502/8502	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:41:50%20GMT	http://clapat.ro/themes/montoya/images/client-01.png	D:/Vini/clapat.ro/themes/montoya/images/client-01.png	(from http://clapat.ro/themes/montoya/about.html)
23:53:17	25419/25419	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202024%2006:30:06%20GMT	http://clapat.ro/themes/montoya/images/aw06.jpg	D:/Vini/clapat.ro/themes/montoya/images/aw06.jpg	(from http://clapat.ro/themes/montoya/about.html)
23:53:18	3795/3795	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:41:57%20GMT	http://clapat.ro/themes/montoya/images/client-02.png	D:/Vini/clapat.ro/themes/montoya/images/client-02.png	(from http://clapat.ro/themes/montoya/about.html)
23:53:18	4851/4851	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:03%20GMT	http://clapat.ro/themes/montoya/images/client-03.png	D:/Vini/clapat.ro/themes/montoya/images/client-03.png	(from http://clapat.ro/themes/montoya/about.html)
23:53:20	5184/5184	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:34%20GMT	http://clapat.ro/themes/montoya/images/client-08.png	D:/Vini/clapat.ro/themes/montoya/images/client-08.png	(from http://clapat.ro/themes/montoya/about.html)
23:53:20	10972/10972	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:09%20GMT	http://clapat.ro/themes/montoya/images/client-04.png	D:/Vini/clapat.ro/themes/montoya/images/client-04.png	(from http://clapat.ro/themes/montoya/about.html)
23:53:20	3558/3558	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:22%20GMT	http://clapat.ro/themes/montoya/images/client-06.png	D:/Vini/clapat.ro/themes/montoya/images/client-06.png	(from http://clapat.ro/themes/montoya/about.html)
23:53:21	5925/5925	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:28%20GMT	http://clapat.ro/themes/montoya/images/client-07.png	D:/Vini/clapat.ro/themes/montoya/images/client-07.png	(from http://clapat.ro/themes/montoya/about.html)
23:53:23	13877/13877	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:10%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/image01.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/image01.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:24	15879/15879	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:15%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/image02.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/image02.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:26	16170/16170	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:23%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/image03.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/image03.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:27	15203/15203	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:29%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/image04.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/image04.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:28	7869/7869	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:40%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/pinned02.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/pinned02.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:28	5989/5989	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:36%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/pinned01.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/pinned01.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:29	5772/5772	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:45%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/collage01.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/collage01.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:30	7591/7591	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:39:50%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/collage02.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/collage02.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:30	4771/4771	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:39:54%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/collage03.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/collage03.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:31	4161/4161	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:39:57%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/collage04.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/collage04.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:31	4658/4658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:00%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/collage05.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/collage05.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:32	8452/8452	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:04%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/collage06.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/collage06.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:32	4657/4657	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:06%20GMT	http://clapat.ro/themes/montoya/images/shortcodes/collage07.jpg	D:/Vini/clapat.ro/themes/montoya/images/shortcodes/collage07.jpg	(from http://clapat.ro/themes/montoya/multimedia.html)
23:53:46	80571/80571	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:38%20GMT	http://clapat.ro/themes/montoya/images/projects/liners01.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/liners01.jpg	(from http://clapat.ro/themes/montoya/project01.html)
23:53:47	83504/83504	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:41%20GMT	http://clapat.ro/themes/montoya/images/projects/liners02.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/liners02.jpg	(from http://clapat.ro/themes/montoya/project01.html)
23:54:17	182918/182918	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:49%20GMT	http://clapat.ro/themes/montoya/images/projects/liners04.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/liners04.jpg	(from http://clapat.ro/themes/montoya/project01.html)
23:54:47	377584/377584	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:45%20GMT	http://clapat.ro/themes/montoya/images/projects/liners03.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/liners03.jpg	(from http://clapat.ro/themes/montoya/project01.html)
23:54:54	224673/224673	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:52%20GMT	http://clapat.ro/themes/montoya/images/projects/liners05.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/liners05.jpg	(from http://clapat.ro/themes/montoya/project01.html)
23:55:08	84991/84991	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:27%20GMT	http://clapat.ro/themes/montoya/images/projects/green01.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/green01.jpg	(from http://clapat.ro/themes/montoya/project02.html)
23:55:27	244026/244026	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:56%20GMT	http://clapat.ro/themes/montoya/images/projects/liners06.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/liners06.jpg	(from http://clapat.ro/themes/montoya/project01.html)
23:55:37	59050/59050	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:31%20GMT	http://clapat.ro/themes/montoya/images/projects/green02.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/green02.jpg	(from http://clapat.ro/themes/montoya/project02.html)
23:55:41	17828/17828	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:37:00%20GMT	http://clapat.ro/themes/montoya/images/projects/nano01.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/nano01.jpg	(from http://clapat.ro/themes/montoya/project03.html)
23:55:57	302347/302347	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:35%20GMT	http://clapat.ro/themes/montoya/images/projects/green03.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/green03.jpg	(from http://clapat.ro/themes/montoya/project02.html)
23:56:01	18766/18766	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:37:06%20GMT	http://clapat.ro/themes/montoya/images/projects/nano03.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/nano03.jpg	(from http://clapat.ro/themes/montoya/project03.html)
23:56:07	161777/161777	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:37:03%20GMT	http://clapat.ro/themes/montoya/images/projects/nano02.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/nano02.jpg	(from http://clapat.ro/themes/montoya/project03.html)
